1,0.5,0.04,0.8,0.369601889339,0.4,0.15
2,0.333333333333,0.03,1.0,0.156635802469,0.2,0.05
3,0.047619047619,0.03,0.5,0.0590579011632,0.0,0.0
4,0.142857142857,0.03,0.25,0.124386724387,0.0,0.1
5,0.5,0.05,0.625,0.197070414373,0.2,0.15
6,0.333333333333,0.03,1.0,0.157070707071,0.2,0.05
7,1.0,0.1,0.357142857143,0.612799926523,0.8,0.3
8,0.5,0.03,1.0,0.291316526611,0.2,0.1
9,0.2,0.08,0.888888888889,0.214203013033,0.2,0.2
10,1.0,0.21,0.6,0.539282533233,0.6,0.55
11,1.0,0.1,0.526315789474,0.510338837289,0.4,0.4
12,1.0,0.04,0.8,0.48,0.4,0.1
13,1.0,0.06,0.545454545455,0.389363651508,0.4,0.1
14,0.25,0.06,0.136363636364,0.161057869057,0.2,0.1
15,0.5,0.02,0.2,0.278571428571,0.2,0.05
16,0.5,0.06,0.352941176471,0.227192475603,0.4,0.1
17,1.0,0.06,0.375,0.439533572888,0.4,0.2
18,0.2,0.05,0.454545454545,0.137466807559,0.2,0.1
19,1.0,0.09,0.818181818182,0.546553065671,0.6,0.35
20,1.0,0.02,0.666666666667,1.0,0.4,0.1
21,0.2,0.04,0.363636363636,0.175286478228,0.2,0.15
22,1.0,0.06,0.352941176471,0.252750082283,0.2,0.1
23,1.0,0.04,1.0,0.765151515152,0.6,0.15
24,0.333333333333,0.04,0.307692307692,0.179156223893,0.2,0.15
25,1.0,0.22,0.43137254902,0.384581173193,0.4,0.4
26,0.25,0.1,0.333333333333,0.224599882103,0.2,0.2
27,1.0,0.13,0.448275862069,0.427026529006,0.6,0.35
28,1.0,0.04,0.8,0.875,0.6,0.2
29,0.2,0.11,0.578947368421,0.131915973403,0.2,0.05
30,0.5,0.03,0.75,0.311627906977,0.4,0.1
31,0.25,0.01,0.5,0.25,0.2,0.05
32,0.5,0.02,0.666666666667,0.5,0.4,0.1
33,0.0222222222222,0.01,1.0,0.0222222222222,0.0,0.0
36,1.0,0.17,0.85,0.446521301959,0.6,0.45
37,1.0,0.03,0.25,0.392156862745,0.2,0.1
38,0.2,0.08,0.5,0.133742478647,0.2,0.15
39,0.333333333333,0.08,0.666666666667,0.256606744596,0.4,0.2
40,0.5,0.09,0.9,0.188938905555,0.2,0.15
42,0.0909090909091,0.1,0.47619047619,0.163215098673,0.0,0.15
43,0.5,0.14,0.341463414634,0.25849237034,0.4,0.2
44,1.0,0.06,0.352941176471,0.719444444444,0.6,0.3
45,0.5,0.13,0.5,0.39486937325,0.6,0.35
48,0.0526315789474,0.01,0.0833333333333,0.0526315789474,0.0,0.05
49,1.0,0.06,0.75,0.398526077098,0.4,0.1
57,1.0,0.01,1.0,1.0,0.2,0.05
58,0.0833333333333,0.1,0.333333333333,0.154510254679,0.0,0.2
59,0.5,0.21,0.488372093023,0.338665627086,0.4,0.35
60,0.5,0.12,0.444444444444,0.163512109538,0.2,0.1
61,1.0,0.14,0.451612903226,0.635767805883,1.0,0.4
62,0.0434782608696,0.05,0.625,0.0684095015429,0.0,0.0
63,1.0,0.11,0.916666666667,0.280915793335,0.4,0.2
64,0.010752688172,0.01,1.0,0.010752688172,0.0,0.0
