1,0.333333333333,0.03,0.6,0.204053109713,0.2,0.1
2,1.0,0.03,1.0,1.0,0.6,0.15
3,0.166666666667,0.03,0.5,0.188888888889,0.0,0.15
4,1.0,0.06,0.5,0.280603897384,0.2,0.15
5,1.0,0.05,0.625,0.384122383253,0.4,0.15
6,0.5,0.03,1.0,0.343434343434,0.4,0.1
7,1.0,0.13,0.464285714286,0.729537063548,0.8,0.5
8,1.0,0.03,1.0,0.411363636364,0.2,0.1
9,1.0,0.07,0.777777777778,0.460670048905,0.6,0.2
10,1.0,0.24,0.685714285714,0.718214117868,0.8,0.75
11,1.0,0.11,0.578947368421,0.568873338076,0.6,0.4
12,1.0,0.04,0.8,0.489219114219,0.4,0.1
13,1.0,0.09,0.818181818182,0.582221460866,0.8,0.35
14,1.0,0.21,0.477272727273,0.70543361423,1.0,0.65
15,0.5,0.05,0.5,0.222462403655,0.2,0.1
16,0.333333333333,0.08,0.470588235294,0.218503325912,0.2,0.25
17,0.5,0.09,0.5625,0.284544548749,0.4,0.3
18,1.0,0.08,0.727272727273,0.371508206706,0.4,0.3
19,1.0,0.09,0.818181818182,0.819262890341,1.0,0.4
20,1.0,0.03,1.0,0.684523809524,0.4,0.1
21,0.2,0.05,0.454545454545,0.141741246854,0.2,0.15
22,1.0,0.13,0.764705882353,0.716359620771,1.0,0.4
23,1.0,0.04,1.0,0.875,0.6,0.2
24,1.0,0.04,0.307692307692,0.598255813953,0.4,0.15
25,1.0,0.23,0.450980392157,0.582844585611,0.8,0.5
26,0.166666666667,0.09,0.3,0.206954406639,0.0,0.2
27,1.0,0.18,0.620689655172,0.588638325783,0.8,0.5
28,1.0,0.04,0.8,0.8875,0.8,0.2
29,1.0,0.12,0.631578947368,0.867553511304,0.8,0.55
30,1.0,0.04,1.0,0.399834574028,0.4,0.1
31,1.0,0.02,1.0,0.75,0.4,0.1
32,1.0,0.02,0.666666666667,0.515873015873,0.2,0.05
33,1.0,0.01,1.0,1.0,0.2,0.05
36,1.0,0.18,0.9,0.505684262168,0.6,0.5
37,1.0,0.05,0.416666666667,0.521256038647,0.4,0.2
38,0.5,0.1,0.625,0.249843262759,0.4,0.2
39,1.0,0.11,0.916666666667,0.302817005926,0.2,0.25
40,1.0,0.09,0.9,0.526196233218,0.6,0.25
42,1.0,0.13,0.619047619048,0.523595700906,0.8,0.3
43,0.333333333333,0.09,0.219512195122,0.300901360155,0.2,0.3
44,1.0,0.07,0.411764705882,0.563882672545,0.6,0.25
45,1.0,0.16,0.615384615385,0.569680509254,0.8,0.35
48,0.333333333333,0.1,0.833333333333,0.39024984594,0.4,0.35
49,0.0714285714286,0.05,0.625,0.0973304473304,0.0,0.05
57,1.0,0.01,1.0,1.0,0.2,0.05
58,1.0,0.17,0.566666666667,0.53224093183,0.8,0.45
59,0.5,0.09,0.209302325581,0.536363636364,0.6,0.35
60,1.0,0.17,0.62962962963,0.685410547987,0.8,0.6
61,1.0,0.25,0.806451612903,0.72059487293,1.0,0.7
62,0.25,0.06,0.75,0.282203907204,0.2,0.2
63,1.0,0.1,0.833333333333,0.86660130719,1.0,0.5
64,1.0,0.01,1.0,1.0,0.2,0.05
